f5	120.0	l
.u	120.0	r
u.	120.0	r
5g	120.0	l
g5	120.0	l
,p	120.0	r
p,	120.0	r
4g	120.0	l
g4	120.0	l
.p	120.0	r
p.	120.0	r
4v	120.0	l
v4	120.0	l
/p	120.0	r
p/	120.0	r
wx	120.0	l
xw	120.0	l
/y	120.0	r
y/	120.0	r
2s	120.0	l
s2	120.0	l
0l	120.0	r
l0	120.0	r
3x	120.0	l
x3	120.0	l
7j	120.0	r
j7	120.0	r
4x	120.0	l
x4	120.0	l
0k	120.0	r
k0	120.0	r
wz	120.0	l
zw	120.0	l
/8	120.0	r
8/	120.0	r
3z	120.0	l
z3	120.0	l
6j	120.0	r
j6	120.0	r
cq	122.0	l
qc	122.0	l
6h	122.0	r
h6	122.0	r
qx	122.0	l
xq	122.0	l
7h	122.0	r
h7	122.0	r
5x	122.0	l
x5	122.0	l
,0	122.0	r
0,	122.0	r
5c	122.0	l
c5	122.0	l
8o	122.0	r
o8	122.0	r
4c	122.0	l
c4	122.0	l
.8	122.0	r
8.	122.0	r
1s	122.0	l
s1	122.0	l
9;	122.0	r
;9	122.0	r
br	122.0	l
rb	122.0	l
,9	122.0	r
9,	122.0	r
3v	122.0	l
v3	122.0	l
7;	122.0	r
;7	122.0	r
1g	122.0	l
g1	122.0	l
7k	122.0	r
k7	122.0	r
2d	122.0	l
d2	122.0	l
,7	122.0	r
7,	122.0	r
1d	124.0	l
d1	124.0	l
7l	124.0	r
l7	124.0	r
1c	124.0	l
c1	124.0	l
ny	124.0	r
yn	124.0	r
2v	124.0	l
v2	124.0	l
/o	124.0	r
o/	124.0	r
1v	124.0	l
v1	124.0	l
,h	124.0	r
h,	124.0	r
5v	124.0	l
v5	124.0	l
.y	124.0	r
y.	124.0	r
2x	124.0	l
x2	124.0	l
ky	124.0	r
yk	124.0	r
2c	124.0	l
c2	124.0	l
,y	124.0	r
y,	124.0	r
5b	124.0	l
b5	124.0	l
my	124.0	r
ym	124.0	r
4b	124.0	l
b4	124.0	l
6l	124.0	r
l6	124.0	r
3b	124.0	l
b3	124.0	l
7i	126.0	r
i7	126.0	r
2b	126.0	l
b2	126.0	l
6k	126.0	r
k6	126.0	r
1b	126.0	l
b1	126.0	l
,6	126.0	r
6,	126.0	r
1x	126.0	l
x1	126.0	l
/7	126.0	r
7/	126.0	r
/9	126.0	r
9/	126.0	r
/6	126.0	r
6/	126.0	r
7n	126.0	r
n7	126.0	r
7m	126.0	r
m7	126.0	r
4s	126.0	l
s4	126.0	l
4z	126.0	l
z4	126.0	l
6i	126.0	r
i6	126.0	r
6;	126.0	r
;6	126.0	r
6p	126.0	r
p6	126.0	r
qz	130.0	l
zq	130.0	l
aq	130.0	l
qa	130.0	l
2z	130.0	l
z2	130.0	l
1z	130.0	l
z1	130.0	l
2a	130.0	l
a2	130.0	l
.9	130.0	r
9.	130.0	r
1a	130.0	l
a1	130.0	l
.7	130.0	r
7.	130.0	r
.6	130.0	r
6.	130.0	r
.0	130.0	r
0.	130.0	r
6m	130.0	r
m6	130.0	r
6n	130.0	r
n6	130.0	r
/0	130.0	r
0/	130.0	r
0;	130.0	r
;0	130.0	r
;p	130.0	r
p;	130.0	r
';	130.0	r
;'	130.0	r
'[	130.0	r
['	130.0	r
;[	130.0	r
[;	130.0	r
'/	130.0	r
/'	130.0	r
,[	130.0	r
[,	130.0	r
/[	130.0	r
[/	130.0	r
'0	130.0	r
0'	130.0	r
.[	130.0	r
[.	130.0	r
'9	130.0	r
9'	130.0	r
'7	130.0	r
7'	130.0	r
6[	130.0	r
[6	130.0	r
'6	130.0	r
6'	130.0	r
134	42.0	l
135	66.5	l
13r	45.5	l
13t	80.5	l
13f	94.5	l
1e4	101.5	l
1e5	112.0	l
1er	73.5	l
1et	105.0	l
1ef	101.5	l
234	21.0	l
235	36.4	l
23r	24.5	l
23t	50.4	l
23f	94.5	l
23g	112.0	l
2e4	94.5	l
2e5	105.0	l
2er	56.0	l
2et	67.89999999999999	l
2ef	94.5	l
2eg	94.5	l
3wa	78.39999999999999	l
431	42.0	l
432	21.0	l
43q	40.599999999999994	l
43w	98.0	l
43a	88.89999999999999	l
4wa	108.5	l
4e1	101.5	l
4e2	94.5	l
4eq	75.6	l
4ew	98.0	l
4ea	115.49999999999999	l
531	66.5	l
532	36.4	l
53q	67.89999999999999	l
53w	78.39999999999999	l
53a	85.39999999999999	l
5wa	85.39999999999999	l
5e1	112.0	l
5e2	105.0	l
5eq	112.0	l
5ew	88.89999999999999	l
5ea	122.49999999999999	l
5es	133.0	l
5ez	133.0	l
5sa	129.5	l
5sz	140.0	l
q34	40.599999999999994	l
q35	67.89999999999999	l
q3r	40.599999999999994	l
q3t	77.0	l
q3f	65.1	l
q3g	108.5	l
qe4	75.6	l
qe5	112.0	l
qer	44.099999999999994	l
qet	73.5	l
qef	44.099999999999994	l
qeg	70.0	l
qev	94.5	l
qeb	129.5	l
qdr	98.0	l
qdt	105.0	l
qdf	68.6	l
qdg	94.5	l
qdv	98.0	l
qdb	122.49999999999999	l
w34	98.0	l
w35	78.39999999999999	l
w3r	64.39999999999999	l
w3t	77.0	l
w3f	94.5	l
w3g	112.0	l
we4	98.0	l
we5	88.89999999999999	l
wer	18.9	l
wet	36.4	l
wef	18.9	l
weg	37.8	l
wev	84.0	l
web	115.49999999999999	l
wdr	75.6	l
wdt	75.6	l
wdf	35.0	l
wdg	42.0	l
wdv	65.1	l
wdb	108.5	l
ewa	42.0	l
esa	46.199999999999996	l
esz	65.1	l
r31	45.5	l
r32	24.5	l
r3q	40.599999999999994	l
r3w	64.39999999999999	l
r3a	46.9	l
rwa	44.099999999999994	l
re1	73.5	l
re2	56.0	l
req	44.099999999999994	l
rew	18.9	l
rea	39.9	l
res	46.199999999999996	l
rez	87.5	l
rsa	46.199999999999996	l
rsz	68.6	l
rdq	98.0	l
rdw	75.6	l
rda	73.5	l
rds	75.6	l
rdz	98.0	l
t31	80.5	l
t32	50.4	l
t3q	77.0	l
t3w	77.0	l
t3a	50.4	l
twa	47.599999999999994	l
te1	105.0	l
te2	67.89999999999999	l
teq	73.5	l
tew	36.4	l
tea	43.4	l
tes	68.6	l
tez	101.5	l
tsa	70.0	l
tsz	105.0	l
tdq	105.0	l
tdw	75.6	l
tda	77.0	l
tds	98.0	l
tdz	112.0	l
tdx	115.49999999999999	l
txa	112.0	l
txz	122.49999999999999	l
a34	88.89999999999999	l
a35	85.39999999999999	l
a3r	46.9	l
a3t	50.4	l
a3f	67.89999999999999	l
a3g	85.39999999999999	l
aw3	78.39999999999999	l
aw4	108.5	l
aw5	85.39999999999999	l
awe	42.0	l
awr	44.099999999999994	l
awt	47.599999999999994	l
awd	46.199999999999996	l
awf	44.099999999999994	l
awg	47.599999999999994	l
awv	65.1	l
awb	105.0	l
ae4	115.49999999999999	l
ae5	122.49999999999999	l
aer	39.9	l
aet	43.4	l
aef	39.9	l
aeg	43.4	l
aev	62.99999999999999	l
aeb	108.5	l
as5	129.5	l
ase	46.199999999999996	l
asr	46.199999999999996	l
ast	70.0	l
asd	44.099999999999994	l
asf	44.099999999999994	l
asg	47.599999999999994	l
asc	50.4	l
asv	44.099999999999994	l
asb	98.0	l
adr	73.5	l
adt	77.0	l
adf	42.0	l
adg	45.5	l
adv	42.0	l
adb	101.5	l
axt	112.0	l
axd	101.5	l
axf	94.5	l
axg	94.5	l
axc	74.89999999999999	l
axv	70.0	l
axb	98.0	l
acf	78.39999999999999	l
acg	78.39999999999999	l
acv	46.9	l
acb	94.5	l
se5	133.0	l
ser	46.199999999999996	l
set	68.6	l
sef	35.0	l
seg	42.0	l
sev	65.1	l
seb	108.5	l
sdr	75.6	l
sdt	98.0	l
sdf	18.9	l
sdg	36.4	l
sdv	24.5	l
sdb	101.5	l
scf	77.0	l
scg	77.0	l
scv	38.5	l
scb	94.5	l
dwa	46.199999999999996	l
dsa	44.099999999999994	l
dsz	46.199999999999996	l
dxa	101.5	l
dxz	75.6	l
f31	94.5	l
f32	94.5	l
f3q	65.1	l
f3w	94.5	l
f3a	67.89999999999999	l
fwa	44.099999999999994	l
fe1	101.5	l
fe2	94.5	l
feq	44.099999999999994	l
few	18.9	l
fea	39.9	l
fes	35.0	l
fez	65.1	l
fsa	44.099999999999994	l
fsz	46.199999999999996	l
fdq	68.6	l
fdw	35.0	l
fda	42.0	l
fds	18.9	l
fdz	46.199999999999996	l
fdx	98.0	l
fxa	94.5	l
fxz	68.6	l
fca	78.39999999999999	l
fcs	77.0	l
fcz	77.0	l
fcx	98.0	l
g32	112.0	l
g3q	108.5	l
g3w	112.0	l
g3a	85.39999999999999	l
gwa	47.599999999999994	l
ge2	94.5	l
geq	70.0	l
gew	37.8	l
gea	43.4	l
ges	42.0	l
gez	66.5	l
gsa	47.599999999999994	l
gsz	47.599999999999994	l
gdq	94.5	l
gdw	42.0	l
gda	45.5	l
gds	36.4	l
gdz	47.599999999999994	l
gdx	98.0	l
gxa	94.5	l
gxz	70.0	l
gca	78.39999999999999	l
gcs	77.0	l
gcz	77.0	l
gcx	98.0	l
ze5	133.0	l
zer	87.5	l
zet	101.5	l
zef	65.1	l
zeg	66.5	l
zev	84.0	l
zeb	108.5	l
zs5	140.0	l
zse	65.1	l
zsr	68.6	l
zst	105.0	l
zsd	46.199999999999996	l
zsf	46.199999999999996	l
zsg	47.599999999999994	l
zsc	49.0	l
zsv	46.199999999999996	l
zsb	98.0	l
zdr	98.0	l
zdt	112.0	l
zdf	46.199999999999996	l
zdg	47.599999999999994	l
zdv	46.199999999999996	l
zdb	101.5	l
zxt	122.49999999999999	l
zxd	75.6	l
zxf	68.6	l
zxg	70.0	l
zxc	47.599999999999994	l
zxv	46.199999999999996	l
zxb	98.0	l
zcf	77.0	l
zcg	77.0	l
zcv	47.599999999999994	l
zcb	94.5	l
xdt	115.49999999999999	l
xdf	98.0	l
xdg	98.0	l
xdv	66.5	l
xdb	105.0	l
xcf	98.0	l
xcg	98.0	l
xcv	24.5	l
xcb	94.5	l
csa	50.4	l
csz	49.0	l
cxa	74.89999999999999	l
cxz	47.599999999999994	l
vwa	65.1	l
veq	94.5	l
vew	84.0	l
vea	62.99999999999999	l
ves	65.1	l
vez	84.0	l
vsa	44.099999999999994	l
vsz	46.199999999999996	l
vdq	98.0	l
vdw	65.1	l
vda	42.0	l
vds	24.5	l
vdz	46.199999999999996	l
vdx	66.5	l
vxa	70.0	l
vxz	46.199999999999996	l
vca	46.9	l
vcs	38.5	l
vcz	47.599999999999994	l
vcx	24.5	l
bwa	105.0	l
beq	129.5	l
bew	115.49999999999999	l
bea	108.5	l
bes	108.5	l
bez	108.5	l
bsa	98.0	l
bsz	98.0	l
bdq	122.49999999999999	l
bdw	108.5	l
bda	101.5	l
bds	101.5	l
bdz	101.5	l
bdx	105.0	l
bxa	98.0	l
bxz	98.0	l
bca	94.5	l
bcs	94.5	l
bcz	94.5	l
bcx	94.5	l
689	101.5	r
680	118.99999999999999	r
789	47.599999999999994	r
780	49.0	r
78p	108.5	r
78[	105.0	r
79[	125.99999999999999	r
70[	91.0	r
7o[	115.49999999999999	r
7p[	122.49999999999999	r
7[0	91.0	r
7[p	122.49999999999999	r
89[	105.0	r
80[	70.0	r
8p[	91.0	r
8p'	112.0	r
8[0	70.0	r
8[p	91.0	r
8'p	112.0	r
986	101.5	r
987	47.599999999999994	r
98y	35.0	r
98u	28.0	r
98h	44.099999999999994	r
98j	74.89999999999999	r
9iy	91.0	r
9iu	59.49999999999999	r
9ih	68.6	r
9ij	71.39999999999999	r
9in	108.5	r
9im	108.5	r
086	118.99999999999999	r
087	49.0	r
08y	66.5	r
08u	45.5	r
08h	70.0	r
08j	73.5	r
0iy	94.5	r
0iu	70.0	r
0ih	94.5	r
0ij	70.0	r
0in	98.0	r
0im	101.5	r
0[7	91.0	r
0[8	70.0	r
0[y	91.0	r
0[u	56.0	r
0[i	77.0	r
0[h	87.5	r
0[j	56.0	r
0[n	91.0	r
0[m	83.3	r
y89	35.0	r
y80	66.5	r
y8p	105.0	r
y8;	94.5	r
y8[	91.0	r
y8'	125.99999999999999	r
y9[	112.0	r
y0[	91.0	r
yi9	91.0	r
yi0	94.5	r
yio	70.0	r
yip	101.5	r
yil	108.5	r
yi;	94.5	r
yi[	94.5	r
yi'	108.5	r
yo;	74.89999999999999	r
yo[	91.0	r
yo'	105.0	r
yp[	105.0	r
yp'	118.99999999999999	r
yl;	112.0	r
yl[	125.99999999999999	r
yl'	125.99999999999999	r
y[0	91.0	r
y[p	105.0	r
y'p	118.99999999999999	r
u89	28.0	r
u80	45.5	r
u8p	74.89999999999999	r
u8;	87.5	r
u8[	70.0	r
u8'	105.0	r
u9[	91.0	r
u0[	56.0	r
ui9	59.49999999999999	r
ui0	70.0	r
uio	22.4	r
uip	50.4	r
uil	39.9	r
ui;	65.1	r
ui/	105.0	r
ui[	56.0	r
ui'	70.0	r
uo;	67.89999999999999	r
uo[	70.0	r
uo'	84.0	r
up[	53.9	r
up'	67.89999999999999	r
ul;	67.89999999999999	r
ul/	101.5	r
ul[	91.0	r
ul'	84.0	r
u[0	56.0	r
u[p	53.9	r
u'p	67.89999999999999	r
i9[	108.5	r
i0[	77.0	r
io;	49.0	r
io[	70.0	r
io'	70.0	r
ip[	52.5	r
ip'	52.5	r
il;	47.599999999999994	r
il/	87.5	r
il[	91.0	r
il'	70.0	r
i[0	77.0	r
i[p	52.5	r
i'p	52.5	r
oiy	70.0	r
oiu	22.4	r
oih	42.0	r
oij	18.9	r
oin	31.499999999999996	r
oim	46.9	r
okh	50.4	r
okj	36.4	r
okn	42.0	r
okm	45.5	r
p87	108.5	r
p8y	105.0	r
p8u	74.89999999999999	r
p8h	101.5	r
p8j	98.0	r
piy	101.5	r
piu	50.4	r
pih	77.0	r
pij	45.5	r
pin	66.5	r
pim	50.4	r
pkh	94.5	r
pkj	62.99999999999999	r
pkn	84.0	r
pkm	66.5	r
p[7	122.49999999999999	r
p[8	91.0	r
p[y	105.0	r
p[u	53.9	r
p[i	52.5	r
p[h	94.5	r
p[j	52.5	r
p[k	84.0	r
p[n	84.0	r
p[m	55.3	r
p'8	112.0	r
p'y	118.99999999999999	r
p'u	67.89999999999999	r
p'i	52.5	r
p'h	94.5	r
p'j	53.9	r
p'k	70.0	r
p'n	71.39999999999999	r
p'm	52.5	r
h89	44.099999999999994	r
h80	70.0	r
h8p	101.5	r
h8;	71.39999999999999	r
h8[	84.0	r
h8'	105.0	r
h9[	105.0	r
h0[	87.5	r
hi9	68.6	r
hi0	94.5	r
hio	42.0	r
hip	77.0	r
hil	44.099999999999994	r
hi;	49.0	r
hi/	94.5	r
hi[	70.0	r
hi'	70.0	r
ho;	51.8	r
ho[	84.0	r
ho'	84.0	r
hp[	94.5	r
hp'	94.5	r
hko	50.4	r
hkp	94.5	r
hkl	46.9	r
hk;	51.8	r
hk.	81.89999999999999	r
hk/	91.0	r
hk[	84.0	r
hk'	70.0	r
hl;	50.4	r
hl/	91.0	r
hl[	105.0	r
hl'	84.0	r
h./	105.0	r
h.'	125.99999999999999	r
h[0	87.5	r
h[p	94.5	r
h'p	94.5	r
j89	74.89999999999999	r
j80	73.5	r
j8p	98.0	r
j8;	94.5	r
j8[	91.0	r
j8'	112.0	r
j9[	91.0	r
j0[	56.0	r
